NOME_SALA,REGISTRO_SALA,CNPJ_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,DATA_INICIO_FUNCIONAMENTO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,NOME_COMPLEXO,REGISTRO_COMPLEXO,SITUACAO_COMPLEXO,DATA_SITUACAO_COMPLEXO,PAGINA_ELETRONICA_COMPLEXO,ENDERECO_COMPLEXO,NUMERO_ENDERECO_COMPLEXO,COMPLEMENTO_COMPLEXO,BAIRRO_COMPLEXO,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,COMPLEXO_ITINERANTE,OPERACAO_USUAL,NOME_EXIBIDOR,REGISTRO_EXIBIDOR,CNPJ_EXIBIDOR,SITUACAO_EXIBIDOR,NOME_GRUPO_EXIBIDOR,Código Município Completo
CENTERPLEX PÁTIO MACEIÓ 03,5002900.0,00.812.310/0003-72,EM FUNCIONAMENTO,08/07/2021,05/03/2010,203.0,9.0,5.0,12.0,SIM,NÃO,SIM,CENTERPLEX MACEIÓ,17444.0,EM FUNCIONAMENTO,08/07/2021,,AV. MENINO MARCELO ,3800.0,,CIDADE UNIVERSITÁRIA ,MACEIO,57083-410,AL,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO MACEIÓ 04,5002901.0,00.812.310/0003-72,EM FUNCIONAMENTO,08/07/2021,05/03/2010,292.0,9.0,15.0,25.0,SIM,NÃO,SIM,CENTERPLEX MACEIÓ,17444.0,EM FUNCIONAMENTO,08/07/2021,,AV. MENINO MARCELO ,3800.0,,CIDADE UNIVERSITÁRIA ,MACEIO,57083-410,AL,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO MACEIÓ 05,5002898.0,00.812.310/0003-72,EM FUNCIONAMENTO,02/06/2022,05/03/2010,225.0,87.0,7.0,6.0,NÃO,NÃO,SIM,CENTERPLEX MACEIÓ,17444.0,EM FUNCIONAMENTO,08/07/2021,,AV. MENINO MARCELO ,3800.0,,CIDADE UNIVERSITÁRIA ,MACEIO,57083-410,AL,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,
CENTERPLEX MAG SHOPPING - SALA 01,5005880.0,28.492.489/0001-85,EM FUNCIONAMENTO,09/06/2022,01/09/2017,156.0,2.0,0.0,0.0,SIM,NÃO,NÃO,CENTERPLEX MAG SHOPPING,37602.0,EM FUNCIONAMENTO,26/08/2021,programacao@centerplex.com.br,AV. GOVERNADOR FLAVIO RIBEIRO COUTINHO,115.0,SL 330 A 333,MANAIRA,JOAO PESSOA,58037-000,PB,NÃO,COMERCIAL,CINE ELI PARAÍBA CINEMAS LTDA,37601.0,28.492.489/0001-85,IRREGULAR,CENTERPLEX,
CENTERPLEX MAG SHOPPING - SALA 02,5005881.0,28.492.489/0001-85,EM FUNCIONAMENTO,26/08/2021,01/09/2017,95.0,2.0,0.0,0.0,SIM,NÃO,NÃO,CENTERPLEX MAG SHOPPING,37602.0,EM FUNCIONAMENTO,26/08/2021,programacao@centerplex.com.br,AV. GOVERNADOR FLAVIO RIBEIRO COUTINHO,115.0,SL 330 A 333,MANAIRA,JOAO PESSOA,58037-000,PB,NÃO,COMERCIAL,CINE ELI PARAÍBA CINEMAS LTDA,37601.0,28.492.489/0001-85,IRREGULAR,CENTERPLEX,
CENTERPLEX MAG SHOPPING - SALA 03,5005882.0,28.492.489/0001-85,EM FUNCIONAMENTO,15/12/2021,01/09/2017,247.0,2.0,0.0,0.0,SIM,NÃO,NÃO,CENTERPLEX MAG SHOPPING,37602.0,EM FUNCIONAMENTO,26/08/2021,programacao@centerplex.com.br,AV. GOVERNADOR FLAVIO RIBEIRO COUTINHO,115.0,SL 330 A 333,MANAIRA,JOAO PESSOA,58037-000,PB,NÃO,COMERCIAL,CINE ELI PARAÍBA CINEMAS LTDA,37601.0,28.492.489/0001-85,IRREGULAR,CENTERPLEX,
CENTERPLEX MAG SHOPPING - SALA 04,5005883.0,28.492.489/0001-85,EM FUNCIONAMENTO,26/08/2021,01/09/2017,138.0,2.0,0.0,0.0,SIM,NÃO,NÃO,CENTERPLEX MAG SHOPPING,37602.0,EM FUNCIONAMENTO,26/08/2021,programacao@centerplex.com.br,AV. GOVERNADOR FLAVIO RIBEIRO COUTINHO,115.0,SL 330 A 333,MANAIRA,JOAO PESSOA,58037-000,PB,NÃO,COMERCIAL,CINE ELI PARAÍBA CINEMAS LTDA,37601.0,28.492.489/0001-85,IRREGULAR,CENTERPLEX,
CENTERPLEX GRAND SHOPPING MESSEJANA SALA 01,5005706.0,10.785.710/0005-51,EM FUNCIONAMENTO,10/09/2020,11/08/2016,185.0,4.0,0.0,2.0,SIM,NÃO,SIM,CENTERPLEX MESSEJANA,34486.0,EM FUNCIONAMENTO,10/09/2020,www.centerplex.com.br,AV FREI CIRILO,3840.0,PAVIMENTO 3,MESSEJANA,FORTALEZA,60840-285,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX GRAND SHOPPING MESSEJANA SALA 02,5005707.0,10.785.710/0005-51,EM FUNCIONAMENTO,10/09/2020,20/10/2016,222.0,5.0,0.0,2.0,SIM,NÃO,SIM,CENTERPLEX MESSEJANA,34486.0,EM FUNCIONAMENTO,10/09/2020,www.centerplex.com.br,AV FREI CIRILO,3840.0,PAVIMENTO 3,MESSEJANA,FORTALEZA,60840-285,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX GRAND SHOPPING MESSEJANA SALA 03,5005708.0,10.785.710/0005-51,EM FUNCIONAMENTO,24/09/2020,10/08/2016,136.0,4.0,0.0,2.0,SIM,NÃO,SIM,CENTERPLEX MESSEJANA,34486.0,EM FUNCIONAMENTO,10/09/2020,www.centerplex.com.br,AV FREI CIRILO,3840.0,PAVIMENTO 3,MESSEJANA,FORTALEZA,60840-285,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX GRAND SHOPPING MESSEJANA SALA 04,5005709.0,10.785.710/0005-51,EM FUNCIONAMENTO,10/09/2020,10/08/2016,141.0,4.0,0.0,2.0,SIM,NÃO,SIM,CENTERPLEX MESSEJANA,34486.0,EM FUNCIONAMENTO,10/09/2020,www.centerplex.com.br,AV FREI CIRILO,3840.0,PAVIMENTO 3,MESSEJANA,FORTALEZA,60840-285,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX GRAND SHOPPING MESSEJANA SALA 05,5005710.0,10.785.710/0005-51,EM FUNCIONAMENTO,31/03/2022,25/08/2016,185.0,4.0,0.0,2.0,SIM,NÃO,SIM,CENTERPLEX MESSEJANA,34486.0,EM FUNCIONAMENTO,10/09/2020,www.centerplex.com.br,AV FREI CIRILO,3840.0,PAVIMENTO 3,MESSEJANA,FORTALEZA,60840-285,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTERPLEX PÁTIO NORTE SHOPPING - SALA 1,5005058.0,21.599.452/0001-01,EM FUNCIONAMENTO,01/07/2021,02/04/2015,164.0,4.0,,25.0,SIM,NÃO,SIM,CENTERPLEX PÁTIO NORTE SHOPPING,29562.0,EM FUNCIONAMENTO,02/01/2021,www.centerplex.com.br,"ESTRADA DE SÃO JOSÉ DE RIBAMAR, PÁTIO NORTE SHOPPING, SEGUNDO PAVIMENTO, RODOVIA MA-201",1000.0,KM 05,SARAMANTA,SAO JOSE DE RIBAMAR,65110-000,MA,NÃO,COMERCIAL,CINEMATOGRAFICA NORDESTE LTDA,29560.0,21.599.452/0001-01,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO NORTE SHOPPING - SALA 2,5005057.0,21.599.452/0001-01,EM FUNCIONAMENTO,02/01/2021,02/04/2015,164.0,4.0,,25.0,SIM,NÃO,SIM,CENTERPLEX PÁTIO NORTE SHOPPING,29562.0,EM FUNCIONAMENTO,02/01/2021,www.centerplex.com.br,"ESTRADA DE SÃO JOSÉ DE RIBAMAR, PÁTIO NORTE SHOPPING, SEGUNDO PAVIMENTO, RODOVIA MA-201",1000.0,KM 05,SARAMANTA,SAO JOSE DE RIBAMAR,65110-000,MA,NÃO,COMERCIAL,CINEMATOGRAFICA NORDESTE LTDA,29560.0,21.599.452/0001-01,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO NORTE SHOPPING - SALA 3,5005056.0,21.599.452/0001-01,EM FUNCIONAMENTO,02/01/2021,02/04/2015,256.0,6.0,,30.0,SIM,NÃO,SIM,CENTERPLEX PÁTIO NORTE SHOPPING,29562.0,EM FUNCIONAMENTO,02/01/2021,www.centerplex.com.br,"ESTRADA DE SÃO JOSÉ DE RIBAMAR, PÁTIO NORTE SHOPPING, SEGUNDO PAVIMENTO, RODOVIA MA-201",1000.0,KM 05,SARAMANTA,SAO JOSE DE RIBAMAR,65110-000,MA,NÃO,COMERCIAL,CINEMATOGRAFICA NORDESTE LTDA,29560.0,21.599.452/0001-01,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO NORTE SHOPPING - SALA 4,5005053.0,21.599.452/0001-01,EM FUNCIONAMENTO,10/03/2022,02/04/2015,256.0,6.0,,30.0,SIM,NÃO,SIM,CENTERPLEX PÁTIO NORTE SHOPPING,29562.0,EM FUNCIONAMENTO,02/01/2021,www.centerplex.com.br,"ESTRADA DE SÃO JOSÉ DE RIBAMAR, PÁTIO NORTE SHOPPING, SEGUNDO PAVIMENTO, RODOVIA MA-201",1000.0,KM 05,SARAMANTA,SAO JOSE DE RIBAMAR,65110-000,MA,NÃO,COMERCIAL,CINEMATOGRAFICA NORDESTE LTDA,29560.0,21.599.452/0001-01,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO NORTE SHOPPING - SALA 5,5005054.0,21.599.452/0001-01,EM FUNCIONAMENTO,02/01/2021,02/04/2015,164.0,4.0,,25.0,SIM,NÃO,SIM,CENTERPLEX PÁTIO NORTE SHOPPING,29562.0,EM FUNCIONAMENTO,02/01/2021,www.centerplex.com.br,"ESTRADA DE SÃO JOSÉ DE RIBAMAR, PÁTIO NORTE SHOPPING, SEGUNDO PAVIMENTO, RODOVIA MA-201",1000.0,KM 05,SARAMANTA,SAO JOSE DE RIBAMAR,65110-000,MA,NÃO,COMERCIAL,CINEMATOGRAFICA NORDESTE LTDA,29560.0,21.599.452/0001-01,REGULAR,CENTERPLEX,
CENTERPLEX PÁTIO NORTE SHOPPING - SALA 6,5005055.0,21.599.452/0001-01,EM FUNCIONAMENTO,02/01/2021,02/04/2015,164.0,4.0,,25.0,SIM,NÃO,SIM,CENTERPLEX PÁTIO NORTE SHOPPING,29562.0,EM FUNCIONAMENTO,02/01/2021,www.centerplex.com.br,"ESTRADA DE SÃO JOSÉ DE RIBAMAR, PÁTIO NORTE SHOPPING, SEGUNDO PAVIMENTO, RODOVIA MA-201",1000.0,KM 05,SARAMANTA,SAO JOSE DE RIBAMAR,65110-000,MA,NÃO,COMERCIAL,CINEMATOGRAFICA NORDESTE LTDA,29560.0,21.599.452/0001-01,REGULAR,CENTERPLEX,
CENTERPLEX CARAGUÁ 01,5003382.0,52.067.071/0025-82,EM FUNCIONAMENTO,30/04/2021,09/12/2011,282.0,6.0,0.0,1.0,SIM,NÃO,SIM,CENTERPLEX SERRAMAR SHOPPING,20413.0,EM FUNCIONAMENTO,30/04/2021,,AV JOSÉ HERCULANO,1086.0,,JARDIM BRITÂNIA,CARAGUATATUBA,11666-000,SP,NÃO,COMERCIAL,EMPRESA SAO LUIZ DE CINEMAS LTDA - EM RECUPERACAO JUDICIAL,2836.0,52.067.071/0001-05,IRREGULAR,CENTERPLEX,3510500.0
CENTERPLEX CARAGUÁ 02,5003383.0,52.067.071/0025-82,EM FUNCIONAMENTO,22/05/2021,09/12/2011,298.0,6.0,4.0,1.0,SIM,NÃO,SIM,CENTERPLEX SERRAMAR SHOPPING,20413.0,EM FUNCIONAMENTO,30/04/2021,,AV JOSÉ HERCULANO,1086.0,,JARDIM BRITÂNIA,CARAGUATATUBA,11666-000,SP,NÃO,COMERCIAL,EMPRESA SAO LUIZ DE CINEMAS LTDA - EM RECUPERACAO JUDICIAL,2836.0,52.067.071/0001-05,IRREGULAR,CENTERPLEX,3510500.0
CENTERPLEX CARAGUÁ 03,5003384.0,52.067.071/0025-82,EM FUNCIONAMENTO,30/04/2021,09/12/2011,282.0,6.0,0.0,1.0,SIM,NÃO,SIM,CENTERPLEX SERRAMAR SHOPPING,20413.0,EM FUNCIONAMENTO,30/04/2021,,AV JOSÉ HERCULANO,1086.0,,JARDIM BRITÂNIA,CARAGUATATUBA,11666-000,SP,NÃO,COMERCIAL,EMPRESA SAO LUIZ DE CINEMAS LTDA - EM RECUPERACAO JUDICIAL,2836.0,52.067.071/0001-05,IRREGULAR,CENTERPLEX,3510500.0
CENTERPLEX CARAGUÁ 04,5003385.0,52.067.071/0025-82,EM FUNCIONAMENTO,30/04/2021,09/12/2011,265.0,6.0,0.0,1.0,SIM,NÃO,SIM,CENTERPLEX SERRAMAR SHOPPING,20413.0,EM FUNCIONAMENTO,30/04/2021,,AV JOSÉ HERCULANO,1086.0,,JARDIM BRITÂNIA,CARAGUATATUBA,11666-000,SP,NÃO,COMERCIAL,EMPRESA SAO LUIZ DE CINEMAS LTDA - EM RECUPERACAO JUDICIAL,2836.0,52.067.071/0001-05,IRREGULAR,CENTERPLEX,3510500.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTERPLEX SUZANO 1,5001360.0,00.812.310/0002-91,EM FUNCIONAMENTO,09/12/2021,10/01/2003,211.0,9.0,6.0,11.0,SIM,NÃO,SIM,CENTERPLEX SUZANO,2873.0,EM FUNCIONAMENTO,29/04/2021,HTTP://,RUA SETE DE SETEMBRO ,555.0,ARCO 99,CENTRO,SUZANO,08673-020,SP,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,3552502.0
CENTERPLEX SUZANO 2,5001361.0,00.812.310/0002-91,EM FUNCIONAMENTO,29/04/2021,10/01/2003,212.0,8.0,6.0,12.0,SIM,NÃO,SIM,CENTERPLEX SUZANO,2873.0,EM FUNCIONAMENTO,29/04/2021,HTTP://,RUA SETE DE SETEMBRO ,555.0,ARCO 99,CENTRO,SUZANO,08673-020,SP,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,3552502.0
CENTERPLEX SUZANO 3,5001362.0,00.812.310/0002-91,EM FUNCIONAMENTO,29/04/2021,10/01/2003,208.0,11.0,7.0,12.0,SIM,NÃO,SIM,CENTERPLEX SUZANO,2873.0,EM FUNCIONAMENTO,29/04/2021,HTTP://,RUA SETE DE SETEMBRO ,555.0,ARCO 99,CENTRO,SUZANO,08673-020,SP,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,3552502.0
CENTERPLEX SUZANO 4,5001363.0,00.812.310/0002-91,EM FUNCIONAMENTO,29/04/2021,10/01/2003,174.0,6.0,7.0,9.0,SIM,NÃO,SIM,CENTERPLEX SUZANO,2873.0,EM FUNCIONAMENTO,29/04/2021,HTTP://,RUA SETE DE SETEMBRO ,555.0,ARCO 99,CENTRO,SUZANO,08673-020,SP,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,3552502.0
CENTERPLEX SUZANO 5,5000909.0,00.812.310/0002-91,EM FUNCIONAMENTO,11/08/2021,10/01/2003,174.0,4.0,4.0,4.0,SIM,NÃO,SIM,CENTERPLEX SUZANO,2873.0,EM FUNCIONAMENTO,29/04/2021,HTTP://,RUA SETE DE SETEMBRO ,555.0,ARCO 99,CENTRO,SUZANO,08673-020,SP,NÃO,COMERCIAL,EMPRESA CENTERPLEX DE CINEMAS LTDA,2872.0,00.812.310/0001-00,REGULAR,CENTERPLEX,3552502.0
CENTERPLEX VIA SUL SHOPPING 1,5002711.0,10.785.710/0001-28,EM FUNCIONAMENTO,10/09/2020,30/04/2009,208.0,6.0,5.0,21.0,NÃO,SIM,SIM,CENTERPLEX VIA SUL SHOPPING,16322.0,EM FUNCIONAMENTO,10/09/2020,,"AV. WASHINGTON SOARES, ",4335.0,,SAPIRANGA,FORTALEZA,60883-005,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX VIA SUL SHOPPING 2,5002823.0,10.785.710/0001-28,EM FUNCIONAMENTO,09/09/2021,30/04/2009,208.0,4.0,5.0,21.0,SIM,SIM,SIM,CENTERPLEX VIA SUL SHOPPING,16322.0,EM FUNCIONAMENTO,10/09/2020,,"AV. WASHINGTON SOARES, ",4335.0,,SAPIRANGA,FORTALEZA,60883-005,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX VIA SUL SHOPPING 3,5002824.0,10.785.710/0001-28,EM FUNCIONAMENTO,10/09/2020,30/04/2009,312.0,8.0,8.0,15.0,NÃO,SIM,SIM,CENTERPLEX VIA SUL SHOPPING,16322.0,EM FUNCIONAMENTO,10/09/2020,,"AV. WASHINGTON SOARES, ",4335.0,,SAPIRANGA,FORTALEZA,60883-005,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX VIA SUL SHOPPING 4,5002825.0,10.785.710/0001-28,EM FUNCIONAMENTO,15/10/2020,30/04/2009,305.0,,,,NÃO,SIM,NÃO,CENTERPLEX VIA SUL SHOPPING,16322.0,EM FUNCIONAMENTO,10/09/2020,,"AV. WASHINGTON SOARES, ",4335.0,,SAPIRANGA,FORTALEZA,60883-005,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX VIA SUL SHOPPING 5,5002826.0,10.785.710/0001-28,EM FUNCIONAMENTO,15/10/2020,30/04/2009,220.0,5.0,10.0,10.0,NÃO,SIM,SIM,CENTERPLEX VIA SUL SHOPPING,16322.0,EM FUNCIONAMENTO,10/09/2020,,"AV. WASHINGTON SOARES, ",4335.0,,SAPIRANGA,FORTALEZA,60883-005,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
CENTERPLEX VIA SUL SHOPPING 6,5002827.0,10.785.710/0001-28,EM FUNCIONAMENTO,06/04/2023,30/04/2009,116.0,2.0,0.0,1.0,SIM,SIM,SIM,CENTERPLEX VIA SUL SHOPPING,16322.0,EM FUNCIONAMENTO,10/09/2020,,"AV. WASHINGTON SOARES, ",4335.0,,SAPIRANGA,FORTALEZA,60883-005,CE,NÃO,COMERCIAL,EMPRESA DE CINEMAS FORTALEZA LTDA,16321.0,10.785.710/0001-28,REGULAR,CENTERPLEX,2304400.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINERITZ GUARAPARI 1,5002010.0,05.077.549/0001-06,EM FUNCIONAMENTO,10/06/2021,28/12/2005,118.0,4.0,1.0,1.0,NÃO,NÃO,SIM,CENTRO - GUARAPARI,6638.0,EM FUNCIONAMENTO,10/06/2021,HTTP://WWW.AFACINEMAS.COM.BR,"AVENIDA DR. ROBERTO CALMON, 140",140.0,LOJAS/COND. ED. SHOPPING GUARAPARI,CENTRO,GUARAPARI,29200-340,ES,NÃO,COMERCIAL,CINEMATOGRÁFICA GUARAPARI LTDA,5252.0,05.077.549/0001-06,REGULAR,AFA,3202405.0
CINERITZ GUARAPARI 2,5002011.0,05.077.549/0001-06,EM FUNCIONAMENTO,17/06/2021,28/12/2005,103.0,1.0,1.0,1.0,NÃO,NÃO,SIM,CENTRO - GUARAPARI,6638.0,EM FUNCIONAMENTO,10/06/2021,HTTP://WWW.AFACINEMAS.COM.BR,"AVENIDA DR. ROBERTO CALMON, 140",140.0,LOJAS/COND. ED. SHOPPING GUARAPARI,CENTRO,GUARAPARI,29200-340,ES,NÃO,COMERCIAL,CINEMATOGRÁFICA GUARAPARI LTDA,5252.0,05.077.549/0001-06,REGULAR,AFA,3202405.0
CINERITZ GUARAPARI 3,5001574.0,05.077.549/0001-06,EM FUNCIONAMENTO,10/06/2021,28/12/2005,257.0,4.0,1.0,1.0,NÃO,NÃO,SIM,CENTRO - GUARAPARI,6638.0,EM FUNCIONAMENTO,10/06/2021,HTTP://WWW.AFACINEMAS.COM.BR,"AVENIDA DR. ROBERTO CALMON, 140",140.0,LOJAS/COND. ED. SHOPPING GUARAPARI,CENTRO,GUARAPARI,29200-340,ES,NÃO,COMERCIAL,CINEMATOGRÁFICA GUARAPARI LTDA,5252.0,05.077.549/0001-06,REGULAR,AFA,3202405.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALA CINE ARTE PAJUÇARA 01,5004569.0,19.442.911/0001-05,EM FUNCIONAMENTO,13/07/2021,28/10/2013,163.0,4.0,4.0,2.0,SIM,NÃO,SIM,CENTRO CULTURAL ARTE PAJUÇARA,26593.0,EM FUNCIONAMENTO,13/07/2021,www.artepajucara.com.br,Av. Dr. Antonio Gouveia ,1113.0,Galeria Art,Pajuçara,MACEIO,57030-170,AL,NÃO,COMERCIAL,ASSOCIAÇÃO CULTURAL ARTE PAJUÇARA - ACAP,26591.0,19.442.911/0001-05,REGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR,
SALA CINE ARTE PAJUÇARA 02,5007201.0,19.442.911/0001-05,EM FUNCIONAMENTO,16/10/2024,16/10/2024,166.0,2.0,2.0,4.0,SIM,NÃO,NÃO,CENTRO CULTURAL ARTE PAJUÇARA,26593.0,EM FUNCIONAMENTO,13/07/2021,www.artepajucara.com.br,Av. Dr. Antonio Gouveia ,1113.0,Galeria Art,Pajuçara,MACEIO,57030-170,AL,NÃO,COMERCIAL,ASSOCIAÇÃO CULTURAL ARTE PAJUÇARA - ACAP,26591.0,19.442.911/0001-05,REGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR,
CINE TEATRO DA VILA,5006820.0,05.503.775/0001-01,EM FUNCIONAMENTO,01/06/2022,01/06/2022,245.0,5.0,5.0,3.0,NÃO,SIM,NÃO,CENTRO CULTURAL DA CIC,51191.0,EM FUNCIONAMENTO,01/06/2022,ICAC.ORG.BR,RUA DAVI XAVIER DA SILVA,451.0,,CIDADE INDUSTRIAL DE CURITIBA,CURITIBA,81305-600,PR,NÃO,NÃO COMERCIAL,CURITIBA ARTE - INSTITUTO CURITIBA DE ARTE E CULTURA,41518.0,05.503.775/0001-01,REGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR,4106902.0
CINE ZN - SALA TONINHO DANTAS,5005826.0,58.200.015/0001-83,EM FUNCIONAMENTO,13/09/2013,13/09/2013,65.0,2.0,0.0,2.0,SIM,NÃO,SIM,CENTRO CULTURAL DA ZONA NOROESTE,37110.0,EM FUNCIONAMENTO,13/09/2013,http://www.portal.santos.sp.gov.br/,AVENIDA AFONSO SCHMIDT,0.0,BLOCO B,AREIA BRANCA,SANTOS,11087-535,SP,NÃO,NÃO COMERCIAL CINECLUBE,MUNICIPIO DE SANTOS,37108.0,58.200.015/0001-83,IRREGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR,3548500.0
SALA DE CINEMA - EDUARDO COUTINHO,5002399.0,05.478.372/0001-41,EM FUNCIONAMENTO,01/02/2010,01/02/2010,55.0,,,,NÃO,NÃO,NÃO,CENTRO CULTURAL DERCY GONÇALVES,14779.0,EM FUNCIONAMENTO,23/12/2008,,RUA RETIRO DOS ARTISTAS 571,,,PECHINCHA - JACAREPAGUÁ,RIO DE JANEIRO,22770-102,RJ,NÃO,NÃO COMERCIAL,CENTRO CULTURAL DERCY GONÇALVES,14778.0,05.478.372/0001-41,IRREGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR,3304557.0
CENTRO CULTURAL JOÃO BRACKS,5002518.0,04.783.917/0001-60,EM FUNCIONAMENTO,23/04/2021,01/05/2008,300.0,5.0,5.0,1.0,SIM,NÃO,SIM,CENTRO CULTURAL JOÃO BRACKS,15295.0,EM FUNCIONAMENTO,23/04/2021,,RUA AMARAL FRANCO,224.0,,CENTRO,MANHUACU,36900-000,MG,NÃO,COMERCIAL,TEATRO DOM BOSCO,15294.0,04.783.917/0001-60,REGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
